Tiempo (s)	Voltaje (V)
14.872000	2.516291
14.873000	2.518543
14.874000	2.522081
14.875000	2.527229
14.876000	2.533019
14.877000	2.540097
14.878000	2.548461
14.879000	2.556504
14.880000	2.566155
14.881000	2.574198
14.882000	2.581597
14.883000	2.587066
14.884000	2.591570
14.885000	2.593500
14.886000	2.592857
14.887000	2.593179
14.888000	2.592214
14.889000	2.591248
14.890000	2.591248
14.891000	2.592857
14.892000	2.595109
14.893000	2.598969
14.894000	2.605082
14.895000	2.612481
14.896000	2.620202
14.897000	2.626314
14.898000	2.633070
14.899000	2.637574
14.900000	2.639826
14.901000	2.640791
14.902000	2.639504
14.903000	2.636287
14.904000	2.633070
14.905000	2.628566
14.906000	2.626314
14.907000	2.624706
14.908000	2.623419
14.909000	2.625028
14.910000	2.627923
14.911000	2.633070
14.912000	2.636931
14.913000	2.642722
14.914000	2.645939
14.915000	2.649477
14.916000	2.649477
14.917000	2.649156
14.918000	2.648191
14.919000	2.644008
14.920000	2.638861
14.921000	2.632749
14.922000	2.628566
14.923000	2.623419
14.924000	2.621167
14.925000	2.620845
14.926000	2.622132
14.927000	2.624063
14.928000	2.628566
14.929000	2.633070
14.930000	2.637574
14.931000	2.641113
14.932000	2.643043
14.933000	2.643687
14.934000	2.641435
14.935000	2.639183
14.936000	2.634679
14.937000	2.628888
14.938000	2.623419
14.939000	2.618272
14.940000	2.614090
14.941000	2.611516
14.942000	2.609907
14.943000	2.610873
14.944000	2.613124
14.945000	2.616342
14.946000	2.620202
14.947000	2.624063
14.948000	2.626958
14.949000	2.627923
14.950000	2.627601
14.951000	2.627923
14.952000	2.625993
14.953000	2.622776
14.954000	2.618594
14.955000	2.614733
14.956000	2.611838
14.957000	2.610873
14.958000	2.610551
14.959000	2.612159
14.960000	2.614090
14.961000	2.616985
14.962000	2.620845
14.963000	2.624384
14.964000	2.626958
14.965000	2.629532
14.966000	2.630175
14.967000	2.629210
14.968000	2.626314
14.969000	2.620845
14.970000	2.614090
14.971000	2.606047
14.972000	2.597683
14.973000	2.591248
14.974000	2.587388
14.975000	2.584171
14.976000	2.582241
14.977000	2.583849
14.978000	2.586423
14.979000	2.589962
14.980000	2.593500
14.981000	2.596074
14.982000	2.597683
14.983000	2.597361
14.984000	2.595431
14.985000	2.591570
14.986000	2.587066
14.987000	2.581597
14.988000	2.575485
14.989000	2.569372
14.990000	2.564868
14.991000	2.562938
14.992000	2.561651
14.993000	2.561973
14.994000	2.565190
14.995000	2.567764
14.996000	2.572268
14.997000	2.574841
14.998000	2.577093
14.999000	2.577415
15.000000	2.576450
15.001000	2.574198
15.002000	2.570337
15.003000	2.565834
15.004000	2.559721
15.005000	2.554574
15.006000	2.549748
15.007000	2.545566
15.008000	2.543636
15.009000	2.543314
15.010000	2.543636
15.011000	2.546531
15.012000	2.550070
15.013000	2.554896
15.014000	2.559399
15.015000	2.561651
15.016000	2.563903
15.017000	2.564547
15.018000	2.563582
15.019000	2.561330
15.020000	2.556826
15.021000	2.551357
15.022000	2.546853
15.023000	2.542992
15.024000	2.541706
15.025000	2.540097
15.026000	2.541706
15.027000	2.543957
15.028000	2.548140
15.029000	2.553609
15.030000	2.559078
15.031000	2.563903
15.032000	2.567764
15.033000	2.569051
15.034000	2.570016
15.035000	2.568729
15.036000	2.564547
15.037000	2.559078
15.038000	2.553930
15.039000	2.549426
15.040000	2.545888
15.041000	2.543636
15.042000	2.543957
15.043000	2.545888
15.044000	2.549426
15.045000	2.554574
15.046000	2.560043
15.047000	2.565834
15.048000	2.570659
15.049000	2.574198
15.050000	2.575163
15.051000	2.574520
15.052000	2.572268
15.053000	2.567442
15.054000	2.561973
15.055000	2.556504
15.056000	2.551678
15.057000	2.548140
15.058000	2.547175
15.059000	2.547818
15.060000	2.550392
15.061000	2.554896
15.062000	2.560043
15.063000	2.567120
15.064000	2.572589
15.065000	2.576450
15.066000	2.579024
15.067000	2.579667
15.068000	2.578702
15.069000	2.575806
15.070000	2.571946
15.071000	2.566799
15.072000	2.563903
15.073000	2.560686
15.074000	2.559721
15.075000	2.560365
15.076000	2.561973
15.077000	2.564868
15.078000	2.568729
15.079000	2.573233
15.080000	2.576772
15.081000	2.580632
15.082000	2.581919
15.083000	2.582884
15.084000	2.582562
15.085000	2.581919
15.086000	2.579345
15.087000	2.576128
15.088000	2.572911
15.089000	2.570337
15.090000	2.569051
15.091000	2.568729
15.092000	2.569694
15.093000	2.570981
15.094000	2.573233
15.095000	2.575485
15.096000	2.579345
15.097000	2.583849
15.098000	2.588031
15.099000	2.590605
15.100000	2.592535
15.101000	2.591248
15.102000	2.589962
15.103000	2.585458
15.104000	2.579667
15.105000	2.573555
15.106000	2.567120
15.107000	2.563582
15.108000	2.561651
15.109000	2.561973
15.110000	2.564547
15.111000	2.568407
15.112000	2.576128
15.113000	2.582562
15.114000	2.590283
15.115000	2.595752
15.116000	2.601221
15.117000	2.603795
15.118000	2.605725
15.119000	2.604760
15.120000	2.602830
15.121000	2.598969
15.122000	2.595752
15.123000	2.592214
15.124000	2.590927
15.125000	2.590283
15.126000	2.591570
15.127000	2.595109
15.128000	2.600256
15.129000	2.607012
15.130000	2.614411
15.131000	2.620202
15.132000	2.625028
15.133000	2.626314
15.134000	2.626958
15.135000	2.625349
15.136000	2.621167
15.137000	2.615698
15.138000	2.609907
15.139000	2.604117
15.140000	2.600256
15.141000	2.597039
15.142000	2.597039
15.143000	2.598648
15.144000	2.601543
15.145000	2.605404
15.146000	2.610873
15.147000	2.616663
15.148000	2.621167
15.149000	2.623419
15.150000	2.625028
15.151000	2.625028
15.152000	2.623741
15.153000	2.620845
15.154000	2.616985
15.155000	2.613124
15.156000	2.608942
15.157000	2.606369
15.158000	2.605404
15.159000	2.605082
15.160000	2.606047
15.161000	2.607655
15.162000	2.610229
15.163000	2.612159
15.164000	2.614733
15.165000	2.616020
15.166000	2.616020
15.167000	2.614733
15.168000	2.612159
15.169000	2.608621
15.170000	2.603795
15.171000	2.599613
15.172000	2.595431
15.173000	2.592214
15.174000	2.589640
15.175000	2.588353
15.176000	2.588996
15.177000	2.591248
15.178000	2.593179
15.179000	2.597361
15.180000	2.602186
15.181000	2.607012
15.182000	2.610551
15.183000	2.613446
15.184000	2.615055
15.185000	2.614733
15.186000	2.613124
15.187000	2.609907
15.188000	2.606047
15.189000	2.601221
15.190000	2.597039
15.191000	2.594465
15.192000	2.593179
15.193000	2.592857
15.194000	2.595109
15.195000	2.598969
15.196000	2.603473
15.197000	2.607334
15.198000	2.611194
15.199000	2.612803
15.200000	2.614090
15.201000	2.612481
15.202000	2.609907
15.203000	2.606369
15.204000	2.601865
15.205000	2.595431
15.206000	2.591248
15.207000	2.587388
15.208000	2.587066
15.209000	2.588675
15.210000	2.591892
15.211000	2.595752
15.212000	2.601221
15.213000	2.607334
15.214000	2.612159
15.215000	2.616342
15.216000	2.618915
15.217000	2.619880
15.218000	2.618272
15.219000	2.616020
15.220000	2.610873
15.221000	2.604117
15.222000	2.597683
15.223000	2.591570
15.224000	2.587388
15.225000	2.585779
15.226000	2.584493
15.227000	2.587066
15.228000	2.591570
15.229000	2.597683
15.230000	2.603473
15.231000	2.610229
15.232000	2.613768
15.233000	2.616342
15.234000	2.616663
15.235000	2.614733
15.236000	2.611516
15.237000	2.606690
15.238000	2.600900
15.239000	2.594787
15.240000	2.589318
15.241000	2.585779
15.242000	2.583206
15.243000	2.582562
15.244000	2.583849
15.245000	2.586101
15.246000	2.590605
15.247000	2.594465
15.248000	2.597361
15.249000	2.599613
15.250000	2.600256
15.251000	2.599613
15.252000	2.599291
15.253000	2.595752
15.254000	2.591892
15.255000	2.588031
15.256000	2.584171
15.257000	2.581919
15.258000	2.580632
15.259000	2.581919
15.260000	2.584493
15.261000	2.589318
15.262000	2.597039
15.263000	2.603473
15.264000	2.610229
15.265000	2.614733
15.266000	2.618272
15.267000	2.620524
15.268000	2.620202
15.269000	2.616985
15.270000	2.613768
15.271000	2.608621
15.272000	2.603152
15.273000	2.598326
15.274000	2.595431
15.275000	2.594144
15.276000	2.593822
15.277000	2.595752
15.278000	2.599291
15.279000	2.603795
15.280000	2.607977
15.281000	2.612159
15.282000	2.614733
15.283000	2.615376
15.284000	2.614090
15.285000	2.611838
15.286000	2.607977
15.287000	2.602508
15.288000	2.598004
15.289000	2.594465
15.290000	2.591248
15.291000	2.589962
15.292000	2.590927
15.293000	2.592857
15.294000	2.596074
15.295000	2.600578
15.296000	2.607012
15.297000	2.613446
15.298000	2.618915
15.299000	2.624063
15.300000	2.628245
15.301000	2.630497
15.302000	2.630497
15.303000	2.628245
15.304000	2.624384
15.305000	2.619237
15.306000	2.614411
15.307000	2.609907
15.308000	2.607655
15.309000	2.606047
15.310000	2.605404
15.311000	2.607012
15.312000	2.608942
15.313000	2.612803
15.314000	2.615376
15.315000	2.617628
15.316000	2.620202
15.317000	2.619237
15.318000	2.619237
15.319000	2.616020
15.320000	2.612159
15.321000	2.607977
15.322000	2.603473
15.323000	2.598969
15.324000	2.596074
15.325000	2.595109
15.326000	2.596074
15.327000	2.598326
15.328000	2.602186
15.329000	2.606690
15.330000	2.612481
15.331000	2.618272
15.332000	2.621811
15.333000	2.625349
15.334000	2.626314
15.335000	2.625028
15.336000	2.621811
15.337000	2.616020
15.338000	2.609907
15.339000	2.604438
15.340000	2.599935
15.341000	2.597039
15.342000	2.596717
15.343000	2.598326
15.344000	2.602186
15.345000	2.607655
15.346000	2.614090
15.347000	2.620524
15.348000	2.625671
15.349000	2.629210
15.350000	2.630497
15.351000	2.629532
15.352000	2.627601
15.353000	2.621811
15.354000	2.616985
15.355000	2.610873
15.356000	2.606690
15.357000	2.604117
15.358000	2.603152
15.359000	2.603795
15.360000	2.605725
15.361000	2.609264
15.362000	2.614733
15.363000	2.619880
15.364000	2.625349
15.365000	2.630497
15.366000	2.632749
15.367000	2.634035
15.368000	2.633392
15.369000	2.631462
15.370000	2.626636
15.371000	2.620845
15.372000	2.615698
15.373000	2.610873
15.374000	2.608299
15.375000	2.608299
15.376000	2.610229
15.377000	2.614411
15.378000	2.619880
15.379000	2.627601
15.380000	2.633392
15.381000	2.637574
15.382000	2.639826
15.383000	2.641113
15.384000	2.640148
15.385000	2.635322
15.386000	2.628888
15.387000	2.619880
15.388000	2.611194
15.389000	2.602830
15.390000	2.597039
15.391000	2.592857
15.392000	2.590927
15.393000	2.591248
15.394000	2.593179
15.395000	2.598004
15.396000	2.604117
15.397000	2.611516
15.398000	2.617307
15.399000	2.621489
15.400000	2.624706
15.401000	2.625349
15.402000	2.624384
15.403000	2.620524
15.404000	2.615698
15.405000	2.609586
15.406000	2.603795
15.407000	2.600256
15.408000	2.597683
15.409000	2.598648
15.410000	2.600900
15.411000	2.606047
15.412000	2.612481
15.413000	2.618915
15.414000	2.625671
15.415000	2.630497
15.416000	2.635322
15.417000	2.637574
15.418000	2.637896
15.419000	2.636609
15.420000	2.632749
15.421000	2.627923
15.422000	2.622776
15.423000	2.618272
15.424000	2.614411
15.425000	2.612803
15.426000	2.612803
15.427000	2.614090
15.428000	2.616985
15.429000	2.621489
15.430000	2.625349
15.431000	2.629532
15.432000	2.630497
15.433000	2.631140
15.434000	2.629853
15.435000	2.627601
15.436000	2.623097
15.437000	2.619237
15.438000	2.614733
15.439000	2.610873
15.440000	2.608299
15.441000	2.608621
15.442000	2.609264
15.443000	2.613446
15.444000	2.619559
15.445000	2.625349
15.446000	2.632105
15.447000	2.639504
15.448000	2.644973
15.449000	2.648834
15.450000	2.652051
15.451000	2.651408
15.452000	2.649799
15.453000	2.645295
15.454000	2.641756
15.455000	2.636609
15.456000	2.631784
15.457000	2.628566
15.458000	2.627280
15.459000	2.627601
15.460000	2.628888
15.461000	2.633070
15.462000	2.637253
15.463000	2.641435
15.464000	2.646260
15.465000	2.648512
15.466000	2.649799
15.467000	2.649477
15.468000	2.647869
15.469000	2.645295
15.470000	2.641756
15.471000	2.637253
15.472000	2.631462
15.473000	2.626958
15.474000	2.624384
15.475000	2.623097
15.476000	2.623419
15.477000	2.626314
15.478000	2.629210
15.479000	2.634357
15.480000	2.639504
15.481000	2.643687
15.482000	2.646582
15.483000	2.648512
15.484000	2.649799
15.485000	2.648834
15.486000	2.645295
15.487000	2.640470
15.488000	2.634035
15.489000	2.628888
15.490000	2.624384
15.491000	2.621811
15.492000	2.620202
15.493000	2.620524
15.494000	2.621811
15.495000	2.625671
15.496000	2.630818
15.497000	2.634679
15.498000	2.639183
15.499000	2.640791
15.500000	2.640791
15.501000	2.637253
15.502000	2.628888
15.503000	2.615376
15.504000	2.597683
15.505000	2.576128
15.506000	2.550392
15.507000	2.520795
15.508000	2.488946
15.509000	2.453236
15.510000	2.415918
15.511000	2.375705
15.512000	2.332274
15.513000	2.282410
15.514000	2.229006
15.515000	2.172386
15.516000	2.113513
15.517000	2.053033
15.518000	1.988048
15.519000	1.919524
15.520000	1.848427
15.521000	1.782155
15.522000	1.723605
15.523000	1.675992
15.524000	1.652829
15.525000	1.662802
15.526000	1.717492
15.527000	1.820760
15.528000	1.977110
15.529000	2.185576
15.530000	2.439081
15.531000	2.728939
15.532000	3.040030
15.533000	3.358198
15.534000	3.675723
15.535000	3.986170
15.536000	4.284071
15.537000	4.567495
15.538000	4.805558
15.539000	4.843198
15.540000	4.851240
15.541000	4.856066
15.542000	4.859283
15.543000	4.862500
15.544000	4.865396
15.545000	4.867647
15.546000	4.870543
15.547000	4.870865
15.548000	4.871830
15.549000	4.872795
15.550000	4.873760
15.551000	4.873438
15.552000	4.874725
15.553000	4.874082
15.554000	4.873438
15.555000	4.873760
15.556000	4.875047
15.557000	4.874725
15.558000	4.874725
15.559000	4.873117
15.560000	4.872473
15.561000	4.870543
15.562000	4.867004
15.563000	4.858640
15.564000	4.839337
15.565000	4.756659
15.566000	4.571999
15.567000	4.331684
15.568000	4.060806
15.569000	3.776739
15.570000	3.498462
15.571000	3.238845
15.572000	3.005607
15.573000	2.805827
15.574000	2.643687
15.575000	2.517899
15.576000	2.427821
15.577000	2.369271
15.578000	2.335170
15.579000	2.320049
15.580000	2.318119
15.581000	2.324232
15.582000	2.333883
15.583000	2.342247
15.584000	2.350290
15.585000	2.354472
15.586000	2.355115
15.587000	2.351577
15.588000	2.343856
15.589000	2.332596
15.590000	2.320049
15.591000	2.306538
15.592000	2.293348
15.593000	2.279193
15.594000	2.266324
15.595000	2.254421
15.596000	2.244770
15.597000	2.235440
15.598000	2.228363
15.599000	2.220320
15.600000	2.212599
15.601000	2.204557
15.602000	2.197157
15.603000	2.189758
15.604000	2.182037
15.605000	2.173673
15.606000	2.168847
15.607000	2.165630
15.608000	2.164343
15.609000	2.163378
15.610000	2.165630
15.611000	2.167560
15.612000	2.171742
15.613000	2.174959
15.614000	2.178498
15.615000	2.181715
15.616000	2.182680
15.617000	2.181715
15.618000	2.180429
15.619000	2.177855
15.620000	2.173351
15.621000	2.168204
15.622000	2.163056
15.623000	2.158231
15.624000	2.155335
15.625000	2.154370
15.626000	2.154049
15.627000	2.155657
15.628000	2.158231
15.629000	2.162091
15.630000	2.165630
15.631000	2.169169
15.632000	2.172386
15.633000	2.174316
15.634000	2.174316
15.635000	2.173994
15.636000	2.171742
15.637000	2.167560
15.638000	2.163056
15.639000	2.158552
15.640000	2.157266
15.641000	2.156300
15.642000	2.158231
15.643000	2.161770
15.644000	2.165952
15.645000	2.170456
15.646000	2.176568
15.647000	2.180429
15.648000	2.183967
15.649000	2.186863
15.650000	2.187828
15.651000	2.189115
15.652000	2.187828
15.653000	2.186541
15.654000	2.183324
15.655000	2.181394
15.656000	2.178820
15.657000	2.177533
15.658000	2.177533
15.659000	2.178820
15.660000	2.182037
15.661000	2.184932
15.662000	2.189758
15.663000	2.194262
15.664000	2.198444
15.665000	2.201018
15.666000	2.202626
15.667000	2.201983
15.668000	2.199731
15.669000	2.194905
15.670000	2.190080
15.671000	2.184289
15.672000	2.178820
15.673000	2.173351
15.674000	2.171099
15.675000	2.169169
15.676000	2.169490
15.677000	2.171421
15.678000	2.175281
15.679000	2.180107
15.680000	2.185254
15.681000	2.189115
15.682000	2.192975
15.683000	2.195549
15.684000	2.196192
15.685000	2.195227
15.686000	2.192332
15.687000	2.187184
15.688000	2.181715
15.689000	2.176246
15.690000	2.172386
15.691000	2.168847
15.692000	2.166917
15.693000	2.167560
15.694000	2.168847
15.695000	2.172064
15.696000	2.174959
15.697000	2.180107
15.698000	2.183002
15.699000	2.185254
15.700000	2.185898
15.701000	2.184289
15.702000	2.180429
15.703000	2.176568
15.704000	2.169812
15.705000	2.164343
15.706000	2.159196
15.707000	2.155979
15.708000	2.153083
15.709000	2.154049
15.710000	2.154049
15.711000	2.156622
15.712000	2.158874
15.713000	2.161770
15.714000	2.164343
15.715000	2.164987
15.716000	2.165952
15.717000	2.165308
15.718000	2.163056
15.719000	2.159196
15.720000	2.155014
15.721000	2.150831
15.722000	2.145362
15.723000	2.142467
15.724000	2.140215
15.725000	2.138928
15.726000	2.141180
15.727000	2.143754
15.728000	2.147614
15.729000	2.153083
15.730000	2.157587
15.731000	2.160804
15.732000	2.163056
15.733000	2.162091
15.734000	2.159839
15.735000	2.155979
15.736000	2.151797
15.737000	2.145362
15.738000	2.139572
15.739000	2.134746
15.740000	2.131207
15.741000	2.127990
15.742000	2.128634
15.743000	2.129599
15.744000	2.132816
15.745000	2.137320
15.746000	2.141502
15.747000	2.146649
15.748000	2.151475
15.749000	2.154692
15.750000	2.157587
15.751000	2.157909
15.752000	2.156300
15.753000	2.153727
15.754000	2.150510
15.755000	2.146649
15.756000	2.144719
15.757000	2.143432
15.758000	2.145041
15.759000	2.148258
15.760000	2.154370
15.761000	2.161770
15.762000	2.169169
15.763000	2.176890
15.764000	2.184932
15.765000	2.190723
15.766000	2.195870
15.767000	2.199088
15.768000	2.201339
15.769000	2.202948
15.770000	2.203591
15.771000	2.204235
15.772000	2.204557
15.773000	2.204557
15.774000	2.207452
15.775000	2.210991
15.776000	2.217747
15.777000	2.224181
15.778000	2.232867
15.779000	2.242518
15.780000	2.251847
15.781000	2.259568
15.782000	2.267611
15.783000	2.273402
15.784000	2.278227
15.785000	2.281766
15.786000	2.282410
15.787000	2.282088
15.788000	2.282731
15.789000	2.281766
15.790000	2.282410
15.791000	2.285948
15.792000	2.290131
15.793000	2.296565
15.794000	2.306216
15.795000	2.315867
15.796000	2.325840
15.797000	2.335170
15.798000	2.342891
15.799000	2.350290
15.800000	2.354472
15.801000	2.357367
15.802000	2.357689
15.803000	2.356081
15.804000	2.353507
15.805000	2.351255
15.806000	2.349325
15.807000	2.349325
15.808000	2.350933
15.809000	2.355759
15.810000	2.363158
15.811000	2.372488
15.812000	2.384069
15.813000	2.395651
15.814000	2.406267
15.815000	2.415918
15.816000	2.424926
15.817000	2.431038
15.818000	2.435864
15.819000	2.438759
15.820000	2.441655
15.821000	2.442941
15.822000	2.444550
15.823000	2.446480
15.824000	2.449054
15.825000	2.453558
15.826000	2.459670
15.827000	2.465461
15.828000	2.472860
15.829000	2.480581
15.830000	2.487980
15.831000	2.494415
15.832000	2.501170
15.833000	2.504709
15.834000	2.507283
15.835000	2.506639
15.836000	2.505674
15.837000	2.502457
15.838000	2.499240
15.839000	2.496345
15.840000	2.495058
15.841000	2.495380
15.842000	2.497310
15.843000	2.501814
15.844000	2.507926
15.845000	2.514360
15.846000	2.520473
15.847000	2.526907
15.848000	2.533019
15.849000	2.536237
15.850000	2.539454
15.851000	2.542027
15.852000	2.542349
15.853000	2.540419
15.854000	2.538167
15.855000	2.534628
15.856000	2.532698
15.857000	2.531089
15.858000	2.530767
15.859000	2.531411
15.860000	2.534306
15.861000	2.538488
15.862000	2.542992
15.863000	2.547496
15.864000	2.552644
15.865000	2.556826
15.866000	2.558434
15.867000	2.558756
15.868000	2.555861
15.869000	2.551678
15.870000	2.545566
15.871000	2.539132
15.872000	2.533663
15.873000	2.528837
15.874000	2.527229
15.875000	2.527229
15.876000	2.528837
15.877000	2.533019
15.878000	2.538167
15.879000	2.544923
15.880000	2.551035
15.881000	2.556826
15.882000	2.559721
15.883000	2.561008
15.884000	2.560686
15.885000	2.558434
15.886000	2.554896
15.887000	2.550070
15.888000	2.545566
15.889000	2.541384
15.890000	2.537845
15.891000	2.536558
15.892000	2.535915
15.893000	2.537523
15.894000	2.540419
15.895000	2.544279
15.896000	2.548140
15.897000	2.552000
15.898000	2.555217
15.899000	2.557147
15.900000	2.557469
15.901000	2.555861
15.902000	2.551357
15.903000	2.548140
15.904000	2.542349
15.905000	2.536880
15.906000	2.533019
15.907000	2.530124
15.908000	2.529481
15.909000	2.530446
15.910000	2.531733
15.911000	2.534950
15.912000	2.537845
15.913000	2.542027
15.914000	2.545566
15.915000	2.549105
15.916000	2.550392
15.917000	2.550070
15.918000	2.548783
15.919000	2.546531
15.920000	2.542992
15.921000	2.538167
15.922000	2.534306
15.923000	2.530124
15.924000	2.528194
15.925000	2.526585
15.926000	2.527872
15.927000	2.530446
15.928000	2.534306
15.929000	2.540419
15.930000	2.544923
15.931000	2.547818
15.932000	2.549748
15.933000	2.549748
15.934000	2.548783
15.935000	2.546209
15.936000	2.541706
15.937000	2.536880
15.938000	2.532054
15.939000	2.527229
15.940000	2.523368
15.941000	2.521760
15.942000	2.522725
15.943000	2.525620
15.944000	2.530446
15.945000	2.536237
15.946000	2.542671
15.947000	2.548140
15.948000	2.552322
15.949000	2.555861
15.950000	2.555539
15.951000	2.555217
15.952000	2.552000
15.953000	2.548140
15.954000	2.542992
15.955000	2.537202
15.956000	2.532376
15.957000	2.528194
15.958000	2.525942
15.959000	2.524977
15.960000	2.526264
15.961000	2.529802
15.962000	2.533341
15.963000	2.539454
15.964000	2.543636
15.965000	2.548783
15.966000	2.552322
15.967000	2.555539
15.968000	2.555539
15.969000	2.554574
15.970000	2.551035
15.971000	2.547496
15.972000	2.543636
15.973000	2.541062
15.974000	2.539132
15.975000	2.540740
15.976000	2.542349
15.977000	2.546853
15.978000	2.550392
15.979000	2.557469
15.980000	2.562938
15.981000	2.568086
15.982000	2.571624
15.983000	2.574520
15.984000	2.575485
15.985000	2.575163
15.986000	2.572589
15.987000	2.569051
15.988000	2.564547
15.989000	2.560365
15.990000	2.556182
15.991000	2.554574
15.992000	2.553609
15.993000	2.553609
15.994000	2.554252
15.995000	2.556504
15.996000	2.558756
15.997000	2.561651
15.998000	2.564547
15.999000	2.565190
16.000000	2.565834
16.001000	2.564225
16.002000	2.561651
16.003000	2.556826
16.004000	2.551678
16.005000	2.546853
16.006000	2.541384
16.007000	2.538810
16.008000	2.537523
16.009000	2.539132
16.010000	2.542349
16.011000	2.548461
16.012000	2.555217
16.013000	2.561651
16.014000	2.568407
16.015000	2.572911
16.016000	2.575163
16.017000	2.577415
16.018000	2.577737
16.019000	2.576450
16.020000	2.574198
16.021000	2.572268
16.022000	2.570659
16.023000	2.570337
16.024000	2.570981
16.025000	2.573233
16.026000	2.576450
16.027000	2.580632
16.028000	2.587388
16.029000	2.593500
16.030000	2.599935
16.031000	2.604438
16.032000	2.608942
16.033000	2.610873
16.034000	2.610873
16.035000	2.609586
16.036000	2.604760
16.037000	2.598326
16.038000	2.591892
16.039000	2.584814
16.040000	2.579345
16.041000	2.574520
16.042000	2.572268
16.043000	2.572911
16.044000	2.573876
16.045000	2.578702
16.046000	2.583849
16.047000	2.589640
16.048000	2.594465
16.049000	2.599291
16.050000	2.601865
16.051000	2.603152
16.052000	2.603152
16.053000	2.600256
16.054000	2.596396
16.055000	2.591892
16.056000	2.588353
16.057000	2.585136
16.058000	2.583206
16.059000	2.583206
16.060000	2.584171
16.061000	2.587066
16.062000	2.591570
16.063000	2.597039
16.064000	2.602508
16.065000	2.607012
16.066000	2.610229
16.067000	2.611516
16.068000	2.611516
16.069000	2.609586
16.070000	2.605082
16.071000	2.599291
16.072000	2.593500
16.073000	2.588675
16.074000	2.585458
16.075000	2.584814
16.076000	2.584814
16.077000	2.587066
16.078000	2.591892
16.079000	2.596396
16.080000	2.602508
16.081000	2.606369
16.082000	2.610873
16.083000	2.612159
16.084000	2.613124
16.085000	2.612159
16.086000	2.609586
16.087000	2.606047
16.088000	2.602186
16.089000	2.598004
16.090000	2.594787
16.091000	2.592857
16.092000	2.593500
16.093000	2.594787
16.094000	2.598969
16.095000	2.604117
16.096000	2.610551
16.097000	2.617307
16.098000	2.623097
16.099000	2.627601
16.100000	2.629532
16.101000	2.629210
16.102000	2.625993
16.103000	2.621811
16.104000	2.615698
16.105000	2.609264
16.106000	2.603795
16.107000	2.600578
16.108000	2.598648
16.109000	2.598648
16.110000	2.600578
16.111000	2.604760
16.112000	2.608621
16.113000	2.612803
16.114000	2.617307
16.115000	2.618915
16.116000	2.621167
16.117000	2.620524
16.118000	2.618272
16.119000	2.615376
16.120000	2.611194
16.121000	2.606047
16.122000	2.602186
16.123000	2.598648
16.124000	2.595431
16.125000	2.595752
16.126000	2.596717
16.127000	2.600900
16.128000	2.606047
16.129000	2.612803
16.130000	2.619559
16.131000	2.625671
16.132000	2.630818
16.133000	2.633714
16.134000	2.636287
16.135000	2.636609
16.136000	2.634035
16.137000	2.630175
16.138000	2.624384
16.139000	2.618272
16.140000	2.613768
16.141000	2.610873
16.142000	2.610551
16.143000	2.611516
16.144000	2.613768
16.145000	2.617307
16.146000	2.620845
16.147000	2.623741
16.148000	2.626636
16.149000	2.626958
16.150000	2.626314
16.151000	2.625028
16.152000	2.621811
16.153000	2.617307
16.154000	2.612481
16.155000	2.607012
16.156000	2.602830
16.157000	2.600256
16.158000	2.598326
16.159000	2.598648
16.160000	2.599291
16.161000	2.603152
16.162000	2.607334
16.163000	2.611194
16.164000	2.616663
16.165000	2.620202
16.166000	2.624063
16.167000	2.625028
16.168000	2.624384
16.169000	2.623097
16.170000	2.618915
16.171000	2.614090
16.172000	2.609907
16.173000	2.606047
16.174000	2.603152
16.175000	2.602186
16.176000	2.603152
16.177000	2.604438
16.178000	2.608299
16.179000	2.613446
16.180000	2.619237
16.181000	2.623097
16.182000	2.626958
16.183000	2.628566
16.184000	2.628566
16.185000	2.627280
16.186000	2.624063
16.187000	2.618594
16.188000	2.613768
16.189000	2.608299
16.190000	2.602508
16.191000	2.599613
16.192000	2.597361
16.193000	2.597683
16.194000	2.600256
16.195000	2.604760
16.196000	2.609264
16.197000	2.614411
16.198000	2.617628
16.199000	2.620845
16.200000	2.621811
16.201000	2.621167
16.202000	2.619880
16.203000	2.616985
16.204000	2.612803
16.205000	2.607977
16.206000	2.602830
16.207000	2.598326
16.208000	2.596074
16.209000	2.594787
16.210000	2.594787
16.211000	2.597361
16.212000	2.600578
16.213000	2.604760
16.214000	2.608299
16.215000	2.610229
16.216000	2.613124
16.217000	2.613768
16.218000	2.613446
16.219000	2.612159
16.220000	2.611194
16.221000	2.608942
16.222000	2.607334
16.223000	2.606047
16.224000	2.606690
16.225000	2.608942
16.226000	2.611516
16.227000	2.616020
16.228000	2.620202
16.229000	2.625349
16.230000	2.628566
16.231000	2.631140
16.232000	2.630175
16.233000	2.627280
16.234000	2.623741
16.235000	2.618915
16.236000	2.613446
16.237000	2.606369
16.238000	2.599613
16.239000	2.593822
16.240000	2.589640
16.241000	2.587388
16.242000	2.588996
16.243000	2.591570
16.244000	2.595109
16.245000	2.599613
16.246000	2.604438
16.247000	2.607977
16.248000	2.611516
16.249000	2.612159
16.250000	2.612159
16.251000	2.608942
16.252000	2.605404
16.253000	2.599935
16.254000	2.593179
16.255000	2.587066
16.256000	2.580954
16.257000	2.577737
16.258000	2.578058
16.259000	2.579345
16.260000	2.581919
16.261000	2.586423
16.262000	2.591248
16.263000	2.596396
16.264000	2.600256
16.265000	2.603473
16.266000	2.604760
16.267000	2.605725
16.268000	2.606047
16.269000	2.605725
